상권코드명,총유동인구수,남성유동인구수,여성유동인구수,연령대10유동인구수,연령대20유동인구수,연령대30유동인구수,연령대40유동인구수,연령대50유동인구수,연령대60이상유동인구수
가락로16길,1312,906,405,1,189,223,285,400,213
가락로28길,31355,15201,16154,3270,5794,5204,5058,6430,5599
가락로36길,25511,13348,12162,3143,4640,5121,4443,4391,3772
가로공원로76길,44650,21443,23207,2525,7319,9427,8585,8848,7946
가마산로61길,42027,21468,20559,2329,9956,7706,8031,9340,4665
가마산로88길,18802,11206,7596,2030,3483,3002,3444,3765,3079
가마산로89길,20544,10249,10295,2131,4210,3280,3893,3967,3063
가산로3길,40807,24473,16334,132,12379,10515,7455,6567,3759
가산로5길,18890,11720,7170,35,6270,5287,2986,2974,1338
가재울로14길,973,973,0,0,5,141,272,450,104
가재울로4길,36123,19658,16465,1632,7524,7448,6859,6501,6159
가재울로6길,52249,28762,23487,3204,11707,9831,9512,9427,8569
가좌로6길,41507,21893,19614,4882,5809,8770,8122,7338,6586
가좌로7길,105258,51705,53553,12040,16678,21523,18963,19285,16769
가좌로7다길,66656,31696,34960,7357,12534,13600,11497,11394,10273
가좌로9길,46392,23829,22563,3030,9998,8150,8339,9123,7753
갈현로1길,31398,15420,15978,1440,5550,7466,5637,5429,5877
갈현로23길,18547,7919,10628,5045,2785,2964,2990,2531,2231
갈현로29길,33315,14091,19224,7213,5203,5767,5891,5008,4232
갈현로33길,59180,26007,33172,13992,9193,8864,9128,9075,8929
갈현로3길,28061,13931,14130,1277,3937,6915,5034,5238,5661
갈현로41길,16032,8428,7604,946,5185,2906,2298,2163,2533
갈현로4길,116809,55513,61297,11430,23478,22505,21717,21026,16654
강남대로107길,8523,4448,4075,361,2194,2214,1761,1154,840
강남대로83길,16272,9241,7031,141,5925,4983,2323,1516,1384
강남대로89길,73017,36637,36380,3683,27054,19995,11035,6326,4925
강남대로8길,158932,93712,65220,3733,29341,42516,33265,29139,20938
강동대로9길,16497,8097,8400,1049,2511,3518,3252,3081,3086
강서로17다길,92829,44758,48072,3786,16916,22402,15884,16977,16863
강서로18길,54532,24926,29605,1896,12816,13503,10342,7957,8018
강서로18다길,31923,15679,16244,1610,7031,7817,5669,5216,4580
강서로39길,35902,17072,18830,2410,7958,7301,5525,6674,6034
강서로45길,73188,31740,41448,11475,12211,13362,14642,11467,10030
강서로47가길,25005,10767,14238,4150,3530,4016,5374,4682,3254
강서로47길,38195,17105,21091,6226,6054,6539,8403,6359,4614
강서로48길,29147,13730,15417,5577,4594,4699,5589,4736,3952
강서로74길,5004,2733,2270,210,1876,1318,632,645,323
강서로8길,143515,73426,70089,8965,28207,32679,26216,25655,21792
개봉로2길,32633,16206,16427,2326,4898,6408,6276,6478,6248
개봉로3길,59376,31171,28205,4350,8354,13186,11525,11707,10252
개포로109길,1405,790,614,44,166,252,310,375,257
개포로82길,10434,5127,5306,871,1633,1527,1974,2428,2001
거북골로16길,19648,9206,10442,1140,3470,3818,3848,3711,3661
거북골로20길,89241,44531,44710,9364,15395,15714,16532,16756,15481
경기대로9길,53304,27000,26304,5742,18713,8789,8106,6681,5273
경인로22길,58675,29292,29383,3780,15510,14103,8144,8157,8981
경인로35길,36624,18606,18018,1839,6656,6301,6438,8338,7051
경인로40길,16153,7732,8421,1132,3486,3344,2712,2934,2545
경인로47길,95470,57817,37653,18245,35616,11950,11522,10445,7692
경인로47다길,11427,6047,5380,812,2620,1801,2026,1878,2290
경인로59길,34974,15984,18990,2353,6326,8586,7154,6352,4203
경희대로1길,31191,15109,16082,4003,16035,3996,2896,2390,1871
경희대로3길,20190,9398,10793,1593,6785,3129,2717,2778,3189
경희대로4길,101558,47863,53695,13996,53030,12090,8975,7505,5963
경희대로6길,242927,106853,136075,40116,119056,24622,23058,17945,18129
고덕로10길,25644,14109,11535,1338,4774,5958,5201,4747,3626
고산자로14길,80675,37542,43133,4008,28588,17987,12247,11006,6840
고산자로16길,16943,8653,8290,734,6022,3367,2566,2569,1685
고산자로2길,3530,1655,1876,190,694,769,864,518,495
고산자로31길,11844,5867,5977,961,3650,2136,1718,1787,1592
고산자로6길,36167,17938,18230,2951,7277,8563,6556,5617,5202
고산자로8나길,130377,68914,61463,11680,40609,23616,19565,18912,15995
고척로21나길,7983,3092,4891,180,1160,1407,1465,2424,1347
고척로27길,65333,33644,31690,4468,12120,11517,13584,13131,10514
고척로33길,26145,13384,12761,1842,5055,4665,5332,5333,3919
고척로52길,32672,17981,14691,1427,7080,5974,5917,5694,6580
곰달래로31가길,37436,16496,20940,2869,7237,9019,7009,6002,5299
곰달래로31길,178153,84209,93943,11282,43314,41552,29889,26213,25903
곰달래로35길,35906,15182,20724,1123,7944,10111,7595,4287,4846
곰달래로60길,28523,14689,13834,2093,6393,5718,5307,5102,3911
공릉로12가길,16060,9044,7016,2186,3936,2145,3090,2811,1891
공릉로12길,30612,15464,15149,1017,4560,5881,5946,7287,5921
공릉로2길,34917,16931,17986,2367,5751,7195,6465,6300,6840
공릉로34길,53877,28558,25319,4853,16902,9583,8927,7665,5946
공릉로58가길,17689,9327,8362,1874,3716,2781,3213,3523,2582
공릉로59나길,42254,21971,20283,6547,10302,5824,6787,7390,5405
공릉로65길,45443,23855,21588,7169,11393,6050,7123,7950,5759
공항대로41길,45453,21895,23558,3989,8775,8913,8162,8247,7366
공항대로42길,8664,4595,4069,608,1183,2144,1972,1525,1233
공항대로45길,54092,29645,24448,1481,13579,13617,9626,9380,6410
공항대로55길,15968,8011,7958,300,4499,4605,2772,2204,1589
공항대로61길,64681,33463,31218,2442,15274,15621,11958,10986,8400
공항대로7길,38211,20989,17223,3011,8177,7616,7049,6929,5430
관악로11길,59961,30972,28989,1797,24802,12286,8176,7532,5367
관악로14길,82803,42325,40478,5207,38937,15634,9017,7898,6111
관악로24길,24577,11364,13213,1412,5093,4924,4312,4085,4751
관악로28길,28948,13716,15232,1504,6513,6158,4751,4823,5199
관천로11길,74517,39108,35409,1288,23188,16580,10369,13452,9640
광나루로11길,78596,44126,34471,898,25700,16510,14571,12590,8328
광나루로12길,33337,18040,15298,1074,15372,6517,4875,3744,1755
광나루로56길,1463,668,795,155,257,226,360,272,193
광성로4길,11668,6613,5055,1722,6415,1262,1075,798,395
광운로2길,13828,8765,5063,2588,6454,1458,1229,975,1123
광운로3길,103440,69084,34356,29724,49507,6486,7114,6777,3831
광평로19길,1304,660,644,67,142,324,235,237,298
구로동로28길,67233,33392,33842,678,10018,12698,13964,15757,14120
구로동로29길,65455,34317,31138,208,9261,13005,14653,15844,12484
구로동로35길,29154,15850,13303,421,5114,5925,6493,6351,4850
구로동로42길,25356,12893,12462,643,4796,5361,5302,4794,4461
구로중앙로19길,37484,21518,15966,48,7881,8062,7766,8510,5217
구로중앙로28길,76346,39871,36475,2295,14981,15904,15161,16188,11817
구로중앙로7길,19402,10234,9168,739,2921,3946,4220,4241,3335
구로중앙로8길,53643,28154,25489,1385,8468,11043,10442,12844,9462
구일로10길,12002,6069,5933,1678,2462,2961,2029,1813,1060
국제금융로7길,8797,4625,4172,1149,1475,1900,1568,1334,1371
국회단지길,95642,50550,45092,6633,20719,20174,15998,15897,16220
금낭화로23길,3188,1562,1625,158,610,661,638,588,532
금하로24길,16046,8269,7777,1555,2559,2750,3109,3303,2770
금호로1길,16854,8087,8767,1351,2493,3932,2706,2946,3425
금호산2길,66349,32711,33638,4537,11683,13584,11099,12246,13199
길음로13길,15507,6549,8958,1913,1774,3579,3991,2019,2232
길음로7길,32529,14620,17908,2916,6314,5877,5686,5696,6039
까치산로10길,16029,7089,8940,1719,2371,4092,3636,2697,1514
낙성대역10길,25832,13003,12829,1191,9517,5798,3421,2659,3246
낙성대역3길,63728,33163,30564,3254,25997,14553,7987,6528,5409
난계로29길,132725,72701,60025,4175,24899,23759,23092,28833,27968
난계로30길,12878,7243,5635,286,2570,3019,2508,2349,2146
난곡로26길,15553,9135,6417,457,3493,2946,2669,3744,2244
난곡로30길,24685,13397,11289,967,5732,4788,4308,5960,2930
난곡로34길,74621,38870,35751,6355,14941,13562,12794,15894,11075
난곡로35길,77016,40282,36734,5923,16150,14494,13105,16771,10572
난곡로63길,24252,12541,11711,1003,5851,5112,3910,4818,3559
난곡로66길,56304,30664,25640,3212,15857,11382,9138,9458,7257
난곡로78길,61513,30204,31309,1359,19949,13699,9635,9383,7488
난우길,82972,41905,41066,8954,14862,14402,14800,16588,13365
난향2길,7637,4223,3413,635,1064,1418,1681,1278,1562
난향길,10363,5697,4666,825,1356,1798,2452,1653,2278
남부순환로124길,19809,10224,9586,329,4108,4403,3490,4253,3227
남부순환로144길,32986,15719,17267,1686,8661,6946,5537,5384,4771
남부순환로145길,23479,12765,10714,889,6447,4850,4111,3932,3250
남부순환로151길,53815,27956,25859,2687,14761,11093,8605,9244,7426
남부순환로153길,39031,19722,19309,1804,10542,8112,6209,6841,5524
남부순환로159길,24533,12548,11985,717,6766,4873,4233,4668,3276
남부순환로170길,73785,39298,34486,2033,26292,15005,9273,12568,8615
남부순환로191길,80610,41761,38848,3883,36367,16139,9234,7897,7090
남부순환로208길,181363,91838,89526,7967,54400,34247,25669,28943,30139
남부순환로230길,159381,79911,79470,10067,72649,30626,17696,16420,11924
남부순환로234길,38444,19087,19357,1871,17212,7845,4085,3889,3542
남부순환로248길,43025,21163,21862,2038,13454,9226,6402,6735,5170
남부순환로272길,107530,57323,50207,3101,32912,22600,15403,16870,16643
남부순환로317길,32174,16661,15513,1827,8023,7404,6813,4854,3254
남부순환로323길,48156,25328,22828,1738,10732,12009,10164,7585,5928
남부순환로333길,16661,10103,6558,133,3552,4597,3907,2396,2076
남부순환로337가길,22537,12772,9765,771,4474,5620,5063,3464,3144
남부순환로350길,67374,35974,31400,1923,16566,15411,12135,10273,11066
남부순환로356길,63965,37767,26198,1868,14342,15708,11786,9987,10274
남부순환로40길,35064,19604,15460,2056,5150,5425,7378,8296,6759
남부순환로59길,20464,9979,10485,824,3505,3531,4300,4308,3996
남부순환로70길,20622,11388,9234,1450,3330,3976,3856,4338,3672
남부순환로95길,18003,8623,9380,1543,3616,3598,3048,2955,3242
남부순환로97길,15164,7463,7701,1012,3010,3319,2756,2462,2605
남현2길,51646,27287,24359,2351,14552,11993,7664,8024,7063
남현3길,73792,38049,35744,1849,22289,15675,10586,11607,11786
남현4길,31527,16773,14754,1572,8766,6848,5043,4960,4339
남현길,51113,25992,25121,1966,13735,11664,7674,8230,7844
노량진로6길,65808,36794,29014,1962,23955,12110,8898,10442,8441
노량진로8길,97891,57151,40740,7667,47955,15501,9901,9774,7092
노원로1길,25532,11626,13906,4127,5696,3665,5207,3900,2936
노해로17길,24804,11908,12896,765,6663,4274,3855,4740,4508
노해로35길,16901,7407,9494,1794,4140,2476,2923,2924,2644
노해로41길,30069,13971,16098,2914,6147,5347,5332,5115,5215
노해로65길,9967,4914,5054,1028,2725,2173,1783,1373,885
노해로70길,196,97,99,11,29,43,33,46,35
노해로8가길,43618,23157,20460,2810,16864,7925,6299,5532,4188
녹사평대로26길,29221,14703,14518,614,12086,7403,3797,3133,2187
녹사평대로40길,41879,19619,22260,841,20809,10622,4663,3065,1877
녹사평대로46가길,32760,16366,16394,745,12384,9174,4860,3197,2400
녹사평대로46길,32793,16306,16487,1071,11470,9664,4978,3004,2605
논현로5길,18520,10340,8179,490,3893,5058,3845,2842,2392
논현로8길,33148,16850,16298,2433,4929,5837,6690,7171,6087
능동로19길,60727,33789,26938,6043,30734,9265,5649,5710,3326
능동로4길,25417,12746,12671,1721,4672,5227,4629,4691,4476
다동길,13595,7937,5658,68,3324,4184,3291,1840,888
다산로14길,51995,23174,28821,2299,10526,12029,8889,9838,8415
다산로36길,73350,38321,35028,2369,19163,17941,14313,12391,7172
다산로42나길,20483,11032,9451,905,4780,4528,3897,3814,2559
다산로44길,43560,22992,20568,1930,9943,8917,7081,8621,7067
다산로8길,35263,18449,16815,1630,8581,7476,5728,5866,5983
답십리로30길,13382,7032,6350,174,3166,3626,2856,1964,1597
답십리로56길,29307,14285,15021,510,4839,5646,5946,6419,5947
답십리로65길,55399,28885,26514,2499,10067,11901,11050,10851,9031
답십리로66길,58818,31437,27381,877,11427,14127,11847,11974,8565
답십리로68길,59449,29698,29751,962,12552,15734,11960,10660,7580
답십리로72길,29400,15467,13932,1975,6212,6634,5590,4703,4285
당곡길,50074,25209,24866,3074,11254,11576,9833,7094,7242
당산로10길,11863,6217,5646,90,2624,3045,2035,2384,1686
당산로16길,23353,12758,10596,217,5906,5513,3765,4329,3623
당산로18길,23966,13443,10523,310,6462,5165,3840,4294,3895
당산로28길,8414,4955,3459,124,1869,1690,1328,1742,1660
당산로31길,37926,20455,17471,442,7670,9714,7596,6628,5878
당산로37길,23249,11938,11312,1193,5582,6300,4044,3557,2573
당산로38길,87416,44115,43302,4638,20376,23481,15231,13582,10108
당산로44길,5552,2538,3015,469,1817,1332,856,611,468
당산로48길,48486,26645,21842,1230,14773,11609,7200,7679,5996
당산로52길,59530,32009,27521,1115,17084,13689,8890,10117,8635
대림로22길,20695,11153,9542,59,3540,3978,4053,5338,3727
대림로29길,105906,57139,48768,511,19265,22499,21924,24484,17224
대림로34길,54576,29794,24782,3540,8209,9627,11662,12602,8934
대림로44길,60994,30735,30259,1680,10900,12446,12193,13549,10226
대사관로30가길,58729,28941,29788,142,14979,18907,11204,7505,5993
대사관로31길,25754,12595,13159,182,6260,6895,5153,3913,3351
대사관로34길,24319,12243,12076,309,6898,7322,4468,3088,2233
대학5길,51616,31739,19877,2631,26395,9631,4905,4450,3604
대학길,140820,89510,51310,7634,70500,26455,14876,11938,9416
대흥로21길,126797,56663,70133,9307,57635,19284,13864,12039,14668
덕릉로24길,35319,18177,17141,1734,10473,5231,6101,6339,5440
덕릉로28길,77943,38993,38950,2972,22148,12629,12987,14496,12712
덕릉로30길,64944,33796,31148,2112,17627,10785,10868,12760,10792
덕릉로42길,4581,1945,2637,112,1554,570,787,753,805
덕릉로54길,16925,8541,8384,741,2734,2404,3968,4685,2394
덕릉로59아길,6889,3256,3632,157,1386,1709,1205,1336,1095
덕릉로63가길,21383,10746,10637,1006,4259,4638,3591,4335,3554
덕릉로73길,6271,2562,3709,982,633,408,1653,1337,1258
덕릉로83길,21260,11596,9663,1578,3495,2975,4798,4811,3603
도곡로77길,31219,15483,15735,8063,5626,4363,6852,3927,2388
도당로15길,96230,49648,46583,3169,14583,14880,18481,23959,21159
도림로108나길,56776,29634,27142,4248,10474,10223,10830,12442,8559
도림로113길,47772,25437,22336,1162,12018,10467,8330,8505,7290
도림로12길,61410,33517,27893,1711,10619,15200,13437,10670,9772
도림로147길,82173,47250,34923,2068,15036,20335,16954,14622,13159
도림로31길,101589,54176,47413,2799,19193,22134,19927,22111,15426
도림로38길,55276,29656,25619,432,9491,11474,11891,12583,9405
도림로41길,36248,19521,16726,225,6644,7544,7587,8769,5477
도림로53길,18202,9383,8820,594,2615,3922,3748,4746,2578
도봉로109길,68411,34804,33606,3896,16184,13212,11950,12452,10717
도봉로10다길,59460,28114,31346,4126,14123,11621,9915,10135,9541
도봉로10라길,44208,21327,22881,3042,9519,8501,8009,8371,6766
도봉로110길,95689,47788,47901,4809,21056,17606,16575,18492,17151
도봉로113길,59370,29926,29445,3092,13211,11513,9905,11806,9843
도봉로114길,88207,40930,47278,5887,17802,14476,14543,17508,17992
도봉로13가길,22916,11324,11592,1906,6261,4147,3684,3870,3046
도봉로13길,71623,36032,35590,7226,11910,12762,13461,13893,12371
도봉로150길,8958,4425,4533,462,1941,1783,1804,1623,1345
도봉로152길,13231,6801,6430,563,2823,2307,2533,2845,2160
도봉로153길,63295,31990,31304,2219,13837,10567,11713,13711,11248
도봉로156길,28303,15343,12960,200,4621,4495,5788,6579,6620
도봉로165길,5572,3552,2020,14,581,1071,1033,1520,1354
도봉로169나길,19636,11533,8103,85,2887,3533,3707,4852,4574
도봉로18길,49571,24573,24998,3913,8964,8167,8844,10137,9546
도봉로20가길,40955,20568,20387,2765,7579,6861,7397,8436,7916
도봉로28길,25117,13598,11519,1433,4139,3565,4608,5836,5536
도봉로29길,53643,25689,27954,4510,9041,9686,9882,11742,8782
도봉로30길,12723,7309,5415,483,1754,1589,2541,3334,3022
도봉로35길,70700,33007,37693,7298,12619,13160,12092,13881,11650
도봉로38길,89959,40124,49835,8168,16664,17129,16799,16887,14312
도봉로46길,85818,34273,51544,6546,17512,18346,15705,15841,11868
도봉로53길,134639,64702,69936,6939,28392,21787,21948,28930,26642
도봉로57길,44653,21532,23121,2819,9442,7009,7140,9329,8913
도봉로73길,27841,14014,13827,1185,8138,4012,4871,5321,4314
도봉로78길,219888,106266,113623,8996,55011,36381,35388,43791,40321
도봉로81길,75001,38127,36874,2426,21059,12634,12923,13643,12316
도봉로87길,17615,9438,8177,1157,7560,3281,2395,1918,1304
도봉로8길,25533,11834,13699,2713,6941,4561,3986,3929,3402
도봉산3길,45385,23458,21927,2366,6894,5591,8555,11147,10831
도신로15길,20359,10628,9731,863,4736,4428,3510,3755,3067
도신로19길,32490,17092,15398,1757,7355,6400,5622,6353,5003
도신로29길,55251,29016,26235,4786,8805,9612,11898,10767,9383
도영로7길,23652,12458,11195,516,6206,5711,4033,4168,3018
도화2길,20448,10433,10014,880,4269,5235,4137,3454,2474
도화4길,39009,21889,17120,1285,10071,10450,7533,5829,3841
도화길,63390,37127,26262,2344,17576,17219,12383,8510,5358
독립문로8길,63359,31713,31646,4424,17224,11668,10899,9808,9337
독막로19길,48534,23513,25021,6798,29420,6024,3065,1951,1275
독막로22길,31434,15699,15735,2375,8036,6265,6465,4331,3961
독막로32길,10386,5210,5177,670,2886,2141,2086,1449,1155
독막로8길,35290,18023,17267,1477,16369,9344,4018,2636,1446
독산로107길,21975,11453,10522,261,4236,4500,3933,5049,3996
독산로108길,37057,19228,17828,711,7787,7299,6316,8969,5974
독산로10길,28434,15567,12867,1080,5193,4565,5841,6159,5596
독산로22길,40439,20320,20119,1491,7045,8270,8274,8353,7006
독산로28길,4559,1717,2843,12,558,591,926,1199,1274
독산로32길,3886,1402,2484,8,438,469,769,1059,1142
독산로35길,26639,13322,13317,1085,4762,4353,5129,6097,5214
독산로36길,30184,15535,14649,2078,5705,5166,5447,6356,5432
독산로38길,16179,8492,7687,1134,3224,2808,2762,3508,2742
독산로39길,23828,11865,11963,1175,4333,3964,4364,5403,4588
독산로40길,44476,23078,21398,2509,8499,8476,7598,9834,7559
독산로44길,24467,12654,11813,1209,4582,4746,3971,5498,4462
독산로64길,28518,14923,13595,1258,6354,5550,5082,6192,4082
독산로70길,29572,15026,14546,892,5621,5244,5217,7078,5520
독산로74길,9717,4916,4801,228,1953,1774,1744,2356,1662
독산로80길,70240,37007,33234,3202,12937,12833,12920,16671,11677
독산로85길,8874,4551,4324,106,1538,1656,1713,2114,1747
독산로87길,11882,6060,5822,102,1476,1947,2808,3129,2419
독서당로51길,24396,11468,12928,1499,3236,6563,4547,4378,4172
돈화문로4길,35566,21558,14008,843,8739,5867,5875,6391,7850
돌곶이로22나길,34652,17916,16737,829,8234,6444,6124,7380,5641
돌곶이로23길,6842,3706,3136,0,2339,762,1158,1830,753
돌곶이로25길,25605,13016,12589,888,6167,4251,4685,5433,4181
돌곶이로27길,38643,19873,18771,2260,6031,6465,7871,8131,7885
동광로12가길,92032,44882,47150,5353,25532,19019,15116,13914,13098
동광로1길,63112,34010,29102,4660,13527,13299,14195,10258,7174
동광로3길,43210,22975,20235,3705,9358,8652,10006,6780,4710
동교로18길,28976,15194,13782,759,9919,8360,5081,3055,1801
동교로38길,13361,6057,7304,220,7007,3797,1313,624,399
동교로39길,13186,6927,6258,29,5819,4245,1591,838,664
동교로46길,40335,17988,22347,1420,19466,10189,4504,2639,2117
동교로9길,149438,70599,78840,6663,45511,41350,25450,17345,13120
동남로81길,18065,8806,9259,1935,2519,3366,3714,3715,2815
동남로8길,89761,45687,44074,6826,19235,19597,15374,16266,12463
동산로12길,13777,7566,6211,1157,2231,3992,2675,2153,1569
동산로13길,7253,4172,3081,258,1599,2113,1513,996,774
동산로19길,38414,22746,15667,1027,8726,10567,7870,5665,4558
동산로2길,13682,8268,5414,23,2896,3689,2808,2532,1734
동산로6길,27060,15714,11346,1715,4674,7067,5556,4685,3362
동소문로13가길,46655,22789,23866,4567,11509,8204,8534,7430,6411
동소문로13길,47932,23144,24788,5211,10800,8208,8780,8251,6683
동소문로13나길,47182,22320,24863,5475,13271,8085,7614,7041,5697
동소문로23길,62761,31393,31369,8396,29578,9883,7031,5074,2800
동소문로2길,59048,29035,30012,4845,17136,11095,10324,8399,7249
동소문로5길,14844,6987,7857,1099,4411,2812,2549,2170,1804
동소문로6길,50693,24540,26153,3717,14910,9612,8756,7418,6279
동숭4나길,46546,21308,25238,3597,15563,10129,6439,5968,4850
동숭길,66680,27913,38767,4787,26256,14243,9251,7225,4918
동일로101길,65283,33077,32207,4981,11401,11891,12546,12905,11560
동일로109길,90939,47542,43397,4897,17495,16478,17311,20152,14607
